gvkey,conm,tic,cusip,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
006742,LINCOLN NATIONAL CORP,LNC,534187109,P,01,LC,49015,21105,19720131,E
006742,LINCOLN NATIONAL CORP,LNC,534187109,C,00X,LC,49015,21105,19720101,19720130
006765,LITTON INDUSTRIES INC,LIT.1,538021106,P,01,LU,26294,21109,19620131,20010530
006768,KATE SPADE & CO,KATE,485865109,P,01,LU,49905,2678,19810609,E
006774,LOCKHEED MARTIN CORP,LMT,539830109,P,01,LU,21178,21110,19620131,E
006774,LOCKHEED MARTIN CORP,LMT,539830109,C,00X,LU,21178,21110,19500101,19620130
006781,LOEWS CORP,L,540424108,P,01,LC,26710,21111,19620131,E
006788,RANGE RESOURCES CORP,RRC,75281A109,C,01,LU,50017,2706,19800619,E
006796,LONE STAR INDUSTRIES,LCE,542290408,P,01,LU,80775,21115,19940503,19991001
006796,LONE STAR INDUSTRIES,LCE,542290408,P,01,LU,12888,21115,19620131,19940414
006796,LONE STAR INDUSTRIES,LCE,542290408,C,00X,LU,12888,21115,19500101,19620130
006799,KEYSPAN CORP,KSE,49337W100,P,01,LC,24360,21116,19620131,20070824
006799,KEYSPAN CORP,KSE,49337W100,C,00X,LC,24360,21116,19510101,19620130
006802,LONGS DRUG STORES CORP,LDG,543162101,P,01,LC,53612,21117,19711129,20081030
006807,LORAL CORP,LOR.2,543859102,P,01,LC,33785,21118,19660729,19960429
006815,LOTUS DEVELOPMENT CORP,LOTS.,545700106,P,01,LU,50156,6465,19831006,19950731
006819,LOUISIANA LAND & EXPLORATION,LLX.,546268103,P,01,LU,33814,21120,19620702,19971031
006821,LOUISIANA-PACIFIC CORP,LPX,546347105,P,01,LU,56223,21121,19721229,E
006828,LOWENSTEIN (M.) CORP,LST.1,547779108,P,01,LU,22728,23162,19620131,19851129
006828,LOWENSTEIN (M.) CORP,LST.1,547779108,C,00X,LU,22728,23162,19500101,19620130
006829,LOWE'S COMPANIES INC,LOW,548661107,P,01,LU,61399,2709,19721214,E
006831,LUBYS INC,LUB,549282101,P,01,LU,64020,2728,19730330,E
006834,LUCKY STORES INC,LKS,549577104,P,01,LU,40053,24430,19640109,19880630
006846,LYKES CORP-DEL,LY,550890107,P,01,LU,26569,23415,19620131,19781130
006846,LYKES CORP-DEL,LY,550890107,C,00X,LU,26569,23415,19610101,19620130
006856,M/A-COM INC,MAI.1,552618100,P,01,LU,34147,21126,19620702,19950731
006861,MCA INC,MCA.1,552653107,P,01,LU,27086,21129,19620131,19910103
006864,MCI COMMUNICATIONS,MCIC.,552673105,P,01,LU,50404,2810,19750131,19980930
006868,MEI CORP,MEI.2,55299Y109,P,01,LU,12933,21133,19620702,19860529
006877,MGM GRAND HOTELS INC,GRH.1,553012105,P,01,LU,13143,22413,19620131,19860430
006877,MGM GRAND HOTELS INC,GRH.1,553012105,C,00X,LU,13143,22413,19550901,19620130
006878,MGM UA ENTERTAINMENT CO,MGM.1,553013103,P,01,LU,61794,25677,19800617,19860331
006914,MACKE CO,MAK.1,554528307,P,01,LU,33873,23959,19620702,19810227
006920,MACMILLAN INC,MLL.2,554790105,P,01,LU,27027,23447,19620131,19881216
006928,MACY (R H) & CO,4931C,556139939,P,02,LU,12976,22397,19620131,19860715
006928,MACY (R H) & CO,4931C,556139939,C,00X,LU,12976,22397,19490801,19620130
006952,MAGNAVOX CO,MAG.2,559380100,P,01,LU,23018,23184,19620131,19750731
006952,MAGNAVOX CO,MAG.2,559380100,C,00X,LU,23018,23184,19490701,19620130
006990,MANHATTAN INDUSTRIES INC,MHT.1,562876102,P,01,LU,13012,22401,19620131,19880407
006990,MANHATTAN INDUSTRIES INC,MHT.1,562876102,C,00X,LU,13012,22401,19500101,19620130
006994,MANITOWOC CO,MTW,563571108,P,01,LU,51263,2767,19721214,E
006998,MANOR CARE INC-OLD,MNR.1,564054104,P,01,LU,59926,2766,19721214,19980930
007003,MANUFACTURERS HANOVER CORP,MHC.1,564809101,P,01,LU,48223,21150,19690428,19911231
007007,JOHNS MANVILLE CORP,JM,478129109,P,01,LU,90100,21151,19881129,20010227
007007,JOHNS MANVILLE CORP,JM,478129109,P,01,LU,16707,21151,19620131,19881128
007007,JOHNS MANVILLE CORP,JM,478129109,C,00X,LU,16707,21151,19500101,19620130
007017,MARATHON OIL CORP,MRO,565849106,C,01,LC,15069,21795,19910412,E
007017,MARATHON OIL CORP,MRO,565849106,C,01,LC,13047,22405,19620131,19820311
007017,MARATHON OIL CORP,MRO,565849106,C,00X,LC,13047,22405,19500101,19620130
007021,MARCOR INC,MOB2,566319000,P,01,LU,13063,22407,19730201,19760701
007040,MARION MERRELL DOW INC,MKC.1,569790108,P,01,LU,47837,21154,19690226,19950731
007061,MARQUETTE CO,MQC.,571443100,P,01,LU,25195,23318,19620131,19760831
007063,HOST HOTELS & RESORTS INC,HST,44107P104,P,01,LU,46703,21157,19680826,E
007065,MARSH & MCLENNAN COS,MMC,571748102,P,01,LU,45751,21158,19680216,E
007067,MARSHALL & ILSLEY CORP,MI.1,571837103,P,01,LC,51706,3042,19721214,20110705
007068,MARSHALL FIELD & CO,MF.,572342103,P,01,LU,18884,22882,19620131,19820630
007068,MARSHALL FIELD & CO,MF.,572342103,C,00X,LU,18884,22882,19500201,19620130
007076,MARTIN MARIETTA ALUM INC-OLD,MMA.2,573272101,P,01,LU,28089,23517,19620131,19740628
007077,MARTIN MARIETTA CORP,ML.3,572900108,P,01,LU,20562,21160,19620131,19950331
007077,MARTIN MARIETTA CORP,ML.3,572900108,C,00X,LU,20562,21160,19570101,19620130
007082,MARYLAND CUP CORP,MDC.2,574055109,P,01,LU,34024,23969,19620702,19830831
007085,MASCO CORP,MAS,574599106,P,01,LU,34032,21161,19620702,E
007089,MASONITE CORP,MNC.3,575379201,P,01,LU,20386,22996,19620131,19840426
007089,MASONITE CORP,MNC.3,575379201,C,00X,LU,20386,22996,19490901,19620130
007091,MASSMUTUAL MTG & RLTY INVS,MML.1,575421102,P,01,LU,51801,25206,19710113,19850628
007099,VARITY CORP,VAT,92224R602,P,01,LU,34040,21860,19620702,19960930
007116,MATTEL INC,MAT,577081102,C,01,LU,39538,21168,19630812,E
007127,MAY DEPARTMENT STORES CO,MAY.2,577778103,P,01,LC,13100,21172,19620131,20050829
007127,MAY DEPARTMENT STORES CO,MAY.2,577778103,C,00X,LC,13100,21172,19500201,19620130
007131,MAYER (OSCAR) & CO,OMC.,577896103,P,01,LU,51799,25205,19710112,19810430
007139,MAYTAG CORP,MYG.1,578592107,P,01,LC,13119,21173,19620131,20060331
007139,MAYTAG CORP,MYG.1,578592107,C,00X,LC,13119,21173,19500101,19620130
007146,MCCORMICK & CO INC,MKC,579780206,J,02,LC,89155,2801,20010917,E
007146,MCCORMICK & CO INC,MKC,579780206,P,01,LC,52090,2801,19721214,E
007148,MCCRORY CORP,1219A,579865007,C,99X,LU,15544,22614,19760228,19760312
007148,MCCRORY CORP,1219A,579865007,P,01,LU,15544,22614,19730201,19760227
007152,MCDERMOTT INTL INC,MDR,580037109,P,01,LC,64629,21175,19830316,E
007152,MCDERMOTT INTL INC,MDR,580037109,P,01,LC,26534,23414,19620131,19830315
007154,MCDONALD'S CORP,MCD,580135101,P,01,LU,43449,21177,19660705,E
007155,MCDONNELL DOUGLAS CORP,MD.1,580169100,P,01,LU,26729,21178,19620131,19970829
007156,MCDONOUGH CO,MDO.1,580220101,P,01,LU,49162,25050,19700620,19810130
007156,MCDONOUGH CO,MDO.1,580220101,P,01,LU,11826,22306,19620131,19700619
007156,MCDONOUGH CO,MDO.1,580220101,C,00X,LC,11826,22306,19491201,19620130
007162,MCGRAW-EDISON CO,MGR.2,580628105,P,01,LU,20263,22986,19620131,19850531
007162,MCGRAW-EDISON CO,MGR.2,580628105,C,00X,LU,20263,22986,19500101,19620130
007163,S&P GLOBAL INC,SPGI,78409V104,P,01,LU,17478,21179,19620131,E
007163,S&P GLOBAL INC,SPGI,78409V104,C,00X,LU,17478,21179,19500101,19620130
007171,MCKESSON CORP,MCK,58155Q103,P,01,LC,81061,30521,19941201,E
007171,MCKESSON CORP,MCK,58155Q103,P,01,LC,25646,21180,19670720,19941130
007171,MCKESSON CORP,MCK,58155Q103,P,01,LC,21266,23057,19620131,19670719
007171,MCKESSON CORP,MCK,58155Q103,C,00X,LC,21266,23057,19610401,19620130
007174,MCLEAN TRUCKING CO,MLN.2,582103107,P,01,LU,26497,23411,19620131,19820831
007180,MEAD CORP,MEA.1,582834107,P,01,LU,19895,21182,19620131,20020131
007180,MEAD CORP,MEA.1,582834107,C,00X,LU,19895,21182,19500101,19620130
007186,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102,P,02,LC,89813,44277,20030820,20120402
007186,MEDCO HEALTH SOLUTIONS INC,MHS,58405U102,P,01,LC,52258,6995,19840418,19931130
007228,MEDTRONIC PLC,MDT,G5960L103,P,01,LC,60097,2850,19721214,E
007238,MELLON FINANCIAL CORP,MEL.3,58551A108,P,01,LC,59379,2968,19721214,20070629
007241,CVS HEALTH CORP,CVS,126650100,P,01,LC,17005,21185,19620131,E
007241,CVS HEALTH CORP,CVS,126650100,C,00X,LC,17005,21185,19500101,19620130
007252,MERCANTILE BANCORPORATION,MTL.3,587342106,C,01,LC,52821,3079,19721214,19990917
007254,MERCANTILE STORES CO INC,MST.,587533100,P,01,LU,22891,21187,19620131,19980831
007254,MERCANTILE STORES CO INC,MST.,587533100,C,00X,LU,22891,21187,19500201,19620130
007257,MERCK & CO,MRK,58933Y105,P,01,LC,22752,21188,19620102,E
007257,MERCK & CO,MRK,58933Y105,C,00X,LC,22752,21188,19500101,19620101
007260,MEREDITH CORP,MDP,589433101,P,01,LU,42796,21189,19651209,E
007267,MERRILL LYNCH & CO INC,BAC2,59098Z002,P,01,LC,52919,21190,19710727,20081231
007276,MESA INC,MXP.,590911103,P,01,LC,68566,21191,19851231,19970807
007276,MESA INC,MXP.,590911103,N,02,LC,45065,24796,19851231,19870119
007276,MESA INC,MXP.,590911103,C,02,LC,45065,24796,19851201,19851230
007276,MESA INC,MXP.,590911103,P,02,LC,45065,24796,19670927,19851130
007298,METROMEDIA INC,MET.2,591690102,P,01,LC,28580,23553,19620622,19840621
007343,MICRON TECHNOLOGY INC,MU,595112103,P,01,LU,53613,7065,19840601,E
007366,ENTERGY CORP,ETR,29364G103,P,01,LU,24010,21201,19620131,E
007366,ENTERGY CORP,ETR,29364G103,C,00X,LU,24010,21201,19510101,19620130
007409,MILLIPORE CORP,MIL.2,601073109,P,01,LU,54181,2925,19721214,20100730
007413,MILTON BRADLEY CO,MB.1,601753106,P,01,LU,43510,24692,19660714,19840928
007435,3M CO,MMM,88579Y101,P,01,LC,22592,21205,19620131,E
007435,3M CO,MMM,88579Y101,C,00X,LC,22592,21205,19500101,19620130
007457,MISSOURI PACIFIC CORP,MIS.3,606191104,P,01,LU,24627,23284,19620131,19821231
007457,MISSOURI PACIFIC CORP,MIS.3,606191104,C,00X,LC,24627,23284,19600101,19620130
007475,MOBIL CORP,MOB.2,607059102,P,01,LC,15966,21211,19620131,19991130
007475,MOBIL CORP,MOB.2,607059102,C,00X,LC,15966,21211,19500101,19620130
007495,MOHASCO CORP,MOH.,608030102,P,01,LC,22760,23165,19620131,19890922
007495,MOHASCO CORP,MOH.,608030102,C,00X,LC,22760,23165,19560101,19620130
007506,MOLEX INC,MOLX,608554101,J,03,LC,76234,2991,19900726,20131206
007506,MOLEX INC,MOLX,608554101,P,01,LC,54827,2991,19721214,20131206
007515,GENESIS WORLDWIDE INC-OLD,GWOW,37184G104,P,01,LU,22023,21213,19620131,20000602
007515,GENESIS WORLDWIDE INC-OLD,GWOW,37184G104,C,00X,LU,22023,21213,19500101,19620130
007534,MONROE AUTO EQUIPMENT CO,MAE.1,610304107,C,01,LC,46201,24868,19680508,19770630
007536,PHARMACIA CORP,PHA.1,71713U102,P,01,LU,18382,21214,19620131,20030430
007536,PHARMACIA CORP,PHA.1,71713U102,C,00X,LU,18382,21214,19500101,19620130
007554,MOORE WALLACE INC,MWI,615857109,P,01,LU,62324,21221,19801113,20040227
007555,MOORE MCCORMACK RESOURCES,MMR.2,615798105,P,01,LU,22461,23146,19620131,19880531
007555,MOORE MCCORMACK RESOURCES,MMR.2,615798105,C,00X,LU,22461,23146,19500101,19620130
007562,MORGAN (J P) & CO,JPM.Z,616880100,P,01,LC,48071,21222,19690401,20001229
007567,MORRISON KNUDSEN CORP OLD,3MRNKQ,618447106,P,01,LU,55079,21225,19720707,19960628
007574,CORDANT TECHNOLOGIES INC,CDD.2,218412104,P,01,LC,21290,21228,19620131,20000524
007574,CORDANT TECHNOLOGIES INC,CDD.2,218412104,C,00X,LC,21290,21228,19610101,19620130
007585,MOTOROLA SOLUTIONS INC,MSI,620076307,P,01,LC,22779,21230,19620131,E
007585,MOTOROLA SOLUTIONS INC,MSI,620076307,C,00X,LC,22779,21230,19500101,19620130
007617,PREMIUMWEAR INC,WEAR.1,740909106,P,02,LU,13290,21235,19620131,20000731
007617,PREMIUMWEAR INC,WEAR.1,740909106,C,00X,LU,13290,21235,19500101,19620130
007618,MURPHY (G.C.) CO,MPH.2,626643100,P,01,LU,20095,22973,19620131,19850522
007618,MURPHY (G.C.) CO,MPH.2,626643100,C,00X,LU,20095,22973,19500101,19620130
007620,MURPHY OIL CORP,MUR,626717102,P,01,LC,28345,21236,19620102,E
007637,MYLAN NV,MYL,N59465109,P,01,LC,69550,3104,19730223,E
007647,BANK OF AMERICA CORP,BAC,060505104,P,01,LC,59408,3151,19690102,E
007648,NCR CORP,NCR,62886E108,C,01,LU,84372,31832,19970102,E
007648,NCR CORP,NCR,62886E108,C,01,LU,19537,21241,19620131,19910919
007648,NCR CORP,NCR,62886E108,C,00X,LU,19537,21241,19500101,19620130
007650,FIRST CHICAGO NBD CORP,FCN.1,31945A100,P,01,LU,56450,3134,19721214,19981030
007658,NL INDUSTRIES,NL,629156407,P,02,LU,13303,21245,19620131,E
007658,NL INDUSTRIES,NL,629156407,C,00X,LU,13303,21245,19500101,19620130
007659,NLT CORP,NLT,629161100,C,01,LU,54615,3206,19720424,19821104
007672,NORTHWEST AIRLINES CORP,NWA,667280408,P,02,LC,92013,12934,20070531,20081031
007672,NORTHWEST AIRLINES CORP,NWA,667280408,C,01,LC,80345,12934,19940318,20050923
007672,NORTHWEST AIRLINES CORP,NWA,667280408,C,01,LC,21485,23073,19620131,19890726
007674,NABISCO BRANDS INC,NB.2,629525106,P,01,LU,63255,25707,19810724,19850909
007674,NABISCO BRANDS INC,NB.2,629525106,P,01,LU,14533,22534,19620131,19810702
007674,NABISCO BRANDS INC,NB.2,629525106,C,00X,LU,14533,22534,19500101,19620130
007675,NABISCO INC,NB.3,629527102,P,01,LU,13311,22426,19620131,19810731
007675,NABISCO INC,NB.3,629527102,C,00X,LU,13311,22426,19500101,19620130
007679,NALCO CHEMICAL CO,NLC.2,629853102,P,01,LU,41179,21248,19641005,19991231
007697,NATIONAL AIRLINES INC,NAL.2,632431102,P,01,LU,22189,23124,19631231,19791231
007697,NATIONAL AIRLINES INC,NAL.2,632431102,C,00X,LU,22189,23124,19490701,19631230
007707,NATIONAL CAN CORP,NAC.3,635128101,P,01,LU,16803,22719,19620131,19850531
007707,NATIONAL CAN CORP,NAC.3,635128101,C,00X,LU,16803,22719,19550101,19620130
007711,NATIONAL CITY CORP,NCC,635405103,P,01,LC,56232,3157,19730501,20081231
007724,QUANTUM CHEMICAL CORP,CUE.1,747633105,P,01,LU,13354,21473,19620131,19931029
007724,QUANTUM CHEMICAL CORP,CUE.1,747633105,C,00X,LU,13354,21473,19500101,19620130
007727,NATIONAL EDUCATION CORP,NEC,635771108,C,01,LU,47028,21253,19681022,19970630
007733,NATIONAL FUEL GAS CO,NFG,636180101,P,01,LU,25590,21255,19620131,E
007733,NATIONAL FUEL GAS CO,NFG,636180101,C,00X,LU,25590,21255,19580101,19620130
007739,NATIONAL GYPSUM CO,NGCO,636317109,C,02,LC,79510,12362,19930913,19950920
007739,NATIONAL GYPSUM CO,NGCO,636317109,C,02,LC,20570,23010,19620131,19860429
007739,NATIONAL GYPSUM CO,NGCO,636317109,C,00X,LC,20570,23010,19500101,19620130
007745,AVATEX CORP,AVATQ,05349F402,C,01,LU,19019,21257,19620131,19990129
007745,AVATEX CORP,AVATQ,05349F402,C,00X,LU,19019,21257,19500101,19620130
007750,TENET HEALTHCARE CORP,THC,88033G407,P,01,LC,52337,21258,19710428,E
007772,NATIONAL SEMICONDUCTOR CORP,NSM.2,637640103,P,01,LC,51377,21261,19701020,20110930
007773,NATIONAL SERVICE INDS INC,NSI.1,637657206,P,01,LU,22066,21262,19620131,20030630
007773,NATIONAL SERVICE INDS INC,NSI.1,637657206,C,00X,LU,22066,21262,19590901,19620130
007780,NATIONAL TEA CO,NTY.1,638097105,P,01,LU,13370,22430,19620131,19820129
007780,NATIONAL TEA CO,NTY.1,638097105,C,00X,LU,13370,22430,19500101,19620130
007784,NATIONAL UNION ELECTRIC CORP,NUM.,638352104,P,01,LU,34550,24014,19621031,19740711
007837,NEW ENGLAND ELECTRIC SYSTEM,NES.2,644001109,P,01,LC,23499,21272,19620131,20000322
007837,NEW ENGLAND ELECTRIC SYSTEM,NES.2,644001109,C,00X,LC,23499,21272,19510101,19620130
007862,ENERGY EAST CORP,EAS,29266M109,P,01,LC,24096,21278,19620131,20080916
007862,ENERGY EAST CORP,EAS,29266M109,C,00X,LC,24096,21278,19510101,19620130
007866,NEW YORK TIMES CO  -CL A,NYT,650111107,P,01,LU,47466,21280,19690114,E
007870,NEWBERRY (J J) CO,JJN.1,650672108,P,01,LU,19510,22928,19620131,19720831
007870,NEWBERRY (J J) CO,JJN.1,650672108,C,00X,LU,19510,22928,19500101,19620130
007875,NEWELL BRANDS INC,NWL,651229106,P,01,LC,60986,3178,19721214,E
007881,NEWMONT MINING CORP,NEM,651639106,P,01,LU,21207,21286,19620131,E
007881,NEWMONT MINING CORP,NEM,651639106,C,00X,LU,21207,21286,19610101,19620130
007892,NIAGARA MOHAWK HOLDINGS INC,NMK,653520106,P,01,LU,24184,21288,19620131,20020228
007892,NIAGARA MOHAWK HOLDINGS INC,NMK,653520106,C,00X,LU,24184,21288,19510101,19620130
007904,NICOR INC,GAS.2,654086107,P,01,LC,48274,21293,19690502,20111230
007906,NIKE INC,NKE,654106103,P,01,LU,57665,3194,19801202,E
007912,NOBLE ENERGY INC,NBL,655044105,P,01,LU,61815,3219,19721214,E
007922,NORDSTROM INC,JWN,655664100,P,01,LU,57817,3217,19721214,E
007923,NORFOLK SOUTHERN CORP,NSC,655844108,P,01,LC,64311,21294,19820625,E
007923,NORFOLK SOUTHERN CORP,NSC,655844108,P,01,LC,13522,22446,19620131,19820601
007923,NORFOLK SOUTHERN CORP,NSC,655844108,C,00X,LC,13522,22446,19590101,19620130
007938,NACCO INDUSTRIES  -CL A,NC,629579103,P,01,LU,28118,21247,19620131,E
007967,ENVIROSOURCE INC,3ENSO,29409K606,C,01,LC,19334,22914,19620131,19800918
007967,ENVIROSOURCE INC,3ENSO,29409K606,C,00X,LC,19334,22914,19500101,19620130
007967,ENVIROSOURCE INC,3ENSO,29409K606,C,01,LC,10062,8009,19860219,19990901
007970,EVERSOURCE ENERGY,ES,30040W108,P,01,LC,44206,21299,19670220,E
007974,NISOURCE INC,NI,65473P105,P,01,LU,38762,21244,19621219,E
007977,XCEL ENERGY INC,XEL,98389B100,P,01,LU,23931,21300,19620131,E
007977,XCEL ENERGY INC,XEL,98389B100,C,00X,LU,23931,21300,19510101,19620130
007980,NORTEL NETWORKS CORP,NRTLQ,656568508,P,01,LC,58640,21301,19751110,20090113
007982,NORTHERN TRUST CORP,NTRS,665859104,P,01,LU,58246,3275,19721214,E
007984,NORTHGATE MINERALS CORP,NXG,666416102,C,01,LC,49955,21302,20030711,20111031
007984,NORTHGATE MINERALS CORP,NXG,666416102,C,01,LC,49955,21302,19700203,19990714
007985,NORTHROP GRUMMAN CORP,NOC,666807102,P,01,LU,24766,21303,19620131,E
007990,NORTHWEST ENERGY,NWP.,667446108,P,01,LU,58659,25586,19751229,19831130
007991,TEREX CORP,TEX,880779103,C,01,LC,58318,3302,19821101,E
007991,TEREX CORP,TEX,880779103,C,01,LC,58318,3302,19731107,19820708
007992,NORTHWEST INDUSTRIES,NWT,667528103,P,01,LU,21995,23114,19690131,19850830
007992,NORTHWEST INDUSTRIES,NWT,667528103,C,00X,LC,21995,23114,19690101,19690130
008004,NORTON CO,NRT.3,668605108,P,01,LU,39300,21304,19630610,19900808
008005,NORTON SIMON INC,4033A,668707003,C,01,LC,46447,24883,19680701,19830908
008005,NORTON SIMON INC,4033A,668707003,C,01,LC,22816,23170,19620131,19670630
008005,NORTON SIMON INC,4033A,668707003,C,00X,LC,22816,23170,19611230,19620130
008007,WELLS FARGO & CO,WFC,949746101,P,01,LC,38703,21305,19621210,E
008022,NOXELL  -CL B,NOXLB,670148204,P,01,LU,58596,3234,19721214,19891130
008030,NUCOR CORP,NUE,670346105,P,01,LU,34817,21308,19660429,E
008044,NYNEX CORP,NYN,670768100,P,01,LC,66018,21316,19840216,19970814
008068,OCCIDENTAL PETROLEUM CORP,OXY,674599105,P,01,LC,34833,21322,19620702,E
008093,COVANTA ENERGY CORP,CVGYQ,22281N103,P,01,LC,34841,21324,19650226,20020328
008099,FIRSTENERGY CORP,FE,337932107,P,01,LU,23026,21326,19620131,E
008099,FIRSTENERGY CORP,FE,337932107,C,00X,LU,23026,21326,19510101,19620130
008118,OLD KENT FINANCIAL CORP,OK.2,679833103,P,01,LU,59345,3359,19770802,20010430
008123,OLIN CORP,OLN,680665205,P,01,LU,13610,21329,19620131,E
008123,OLIN CORP,OLN,680665205,C,00X,LU,13610,21329,19540101,19620130
008151,ONEOK INC,OKE,682680103,P,01,LC,25232,21332,19620131,E
008193,OSHKOSH B'GOSH INC  -CL A,GOSHA,688222207,J,02,LU,90740,7525,19850502,19970627
008193,OSHKOSH B'GOSH INC  -CL A,GOSHA,688222207,C,01,LC,90721,7525,19850502,20050729
008198,OTIS ELEVATOR CO,OT.,689002103,P,01,LU,13637,22458,19620131,19760630
008198,OTIS ELEVATOR CO,OT.,689002103,C,00X,LU,13637,22458,19500101,19620130
008202,OUTBOARD MARINE CORP,9975B,690020102,C,99X,LU,20394,21345,19971101,20010831
008202,OUTBOARD MARINE CORP,9975B,690020102,P,01,LU,20394,21345,19620131,19971031
008202,OUTBOARD MARINE CORP,9975B,690020102,C,00X,LU,20394,21345,19491001,19620130
008208,OVERNITE TRANSPORTATION,OVT.1,690326103,P,01,LU,39394,24384,19630627,19861231
008214,OWENS CORNING,OC,690742101,P,06,LC,91531,51337,20061101,E
008214,OWENS CORNING,OC,690742101,P,01,LC,24811,21347,19620131,20021218
008214,OWENS CORNING,OC,690742101,C,00X,LC,24811,21347,19520311,19620130
008215,OWENS-ILLINOIS INC,OI,690768403,C,02,LU,77157,22462,19911211,E
008215,OWENS-ILLINOIS INC,OI,690768403,C,02,LU,13661,22462,19620131,19870323
008215,OWENS-ILLINOIS INC,OI,690768403,C,00X,LU,13661,22462,19500101,19620130
008245,PNC FINANCIAL SVCS GROUP INC,PNC,693475105,P,01,LC,63192,3583,19721214,19830118
008245,PNC FINANCIAL SVCS GROUP INC,PNC,693475105,P,01,LC,60442,3685,19830119,E
008247,PPG INDUSTRIES INC,PPG,693506107,P,01,LU,22509,21351,19620131,E
008247,PPG INDUSTRIES INC,PPG,693506107,C,00X,LU,22509,21351,19500101,19620130
008252,PABST BREWING CO,PABT,693715203,P,01,LU,59416,3429,19721214,19850531
008253,PACCAR INC,PCAR,693718108,P,01,LU,60506,3487,19721214,E
008264,PG&E CORP,PCG,69331C108,P,01,LC,13688,21356,19620131,E
008264,PG&E CORP,PCG,69331C108,C,00X,LC,13688,21356,19510101,19620130
008272,SEMPRA ENERGY,SRE,816851109,P,01,LU,86136,34798,19980629,E
008272,SEMPRA ENERGY,SRE,816851109,P,01,LU,16870,21355,19620131,19980626
008272,SEMPRA ENERGY,SRE,816851109,C,00X,LU,16870,21355,19510101,19620130
008286,PACIFIC TELESIS GROUP,PAC.2,694890104,P,01,LC,66026,21357,19840216,19970331
008290,PACIFICORP,MEC2,59598X002,C,01,LC,42833,21358,19660103,19991129
008299,PAINE WEBBER GROUP,PWJ.,695629105,P,01,LU,54463,21359,19720403,20001130
008304,PALL CORP,PLL,696429307,P,01,LC,35051,21360,19620702,20150828
008308,PAN AM CORP,3PNAA.,697757102,P,01,LU,20984,21361,19620131,19910930
008308,PAN AM CORP,3PNAA.,697757102,C,00X,LU,20984,21361,19500101,19620130
008325,PANENERGY CORP,PEL.1,697926103,P,01,LC,22082,21362,19640131,19970618
008325,PANENERGY CORP,PEL.1,697926103,C,00X,LC,22082,21362,19640101,19640130
008331,REVLON GROUP INC,4639A,761522002,P,01,LC,64784,25732,19830218,19870707
008331,REVLON GROUP INC,4639A,761522002,P,01,LC,21346,23060,19620131,19781016
008331,REVLON GROUP INC,4639A,761522002,C,00X,LC,21346,23060,19500501,19620130
008352,PARKE DAVIS & CO,PDC.1,700892102,P,01,LU,20001,22965,19620131,19701030
008352,PARKE DAVIS & CO,PDC.1,700892102,C,00X,LU,20001,22965,19500101,19620130
008358,PARKER-HANNIFIN CORP,PH,701094104,P,01,LU,41355,21367,19641209,E
008370,PASCO INC,PAS.1,702544107,C,01,LU,27465,23478,19680131,19760730
008370,PASCO INC,PAS.1,702544107,C,00X,LC,27465,23478,19680101,19680130
008402,PAYCHEX INC,PAYX,704326107,P,01,LU,61621,6333,19830826,E
008407,PEABODY INTERNATIONAL CORP,PBD.1,704562107,C,01,LU,35166,24057,19620928,19851031
008446,PENNEY (J C) CO,JCP,708160106,P,01,LU,18403,21375,19620131,E
008446,PENNEY (J C) CO,JCP,708160106,C,00X,LU,18403,21375,19500201,19620130
008455,PPL CORP,PPL,69351T106,P,01,LC,22517,21376,19620131,E
008463,PENTAIR PLC,PNR,G7S00T104,P,01,LC,62034,3622,19721214,20120928
008463,PENTAIR PLC,PNR,G7S00T104,P,01,LC,13586,54185,20120929,E
008468,PENNZENERGY CO,PZE.1,70931Q109,P,01,LU,35211,21381,19620702,19990831
008470,PEOPLES ENERGY CORP,PGL.1,711030106,P,01,LC,13821,21382,19620131,20070228
008475,PEP BOYS-MANNY MOE & JACK,PBY,713278109,P,01,LC,35238,21383,19620702,20160203
008479,PEPSICO INC,PEP,713448108,P,01,LC,13856,21384,19620131,E
008488,APPLIED BIOSYSTEMS INC,ABI.3,038149100,P,01,LC,27713,21387,19620131,20081121
008488,APPLIED BIOSYSTEMS INC,ABI.3,038149100,C,00X,LC,27713,21387,19601213,19620130
008501,PET INC-OLD,PET.1,715824108,P,01,LU,17267,22761,19620131,19780731
008501,PET INC-OLD,PET.1,715824108,C,00X,LU,17267,22761,19500101,19620130
008502,PETER PAUL INC,PPI.1,716026109,P,01,LU,45663,24837,19680122,19780428
008530,PFIZER INC,PFE,717081103,P,01,LC,21936,21394,19620131,E
008530,PFIZER INC,PFE,717081103,C,00X,LC,21936,21394,19500101,19620130
008536,PHELPS DODGE CORP,PD,717265102,C,99X,LC,17806,22806,20070331,20070430
008536,PHELPS DODGE CORP,PD,717265102,P,01,LC,17806,22806,19620131,20070330
008536,PHELPS DODGE CORP,PD,717265102,C,00X,LC,17806,22806,19500101,19620130
008537,CITIGROUP GLOBAL MKTS HLDGS,C2,173073008,P,01,LC,27596,21556,19620131,19971126
008537,CITIGROUP GLOBAL MKTS HLDGS,C2,173073008,C,00X,LC,27596,21556,19600907,19620130
008539,EXELON CORP,EXC,30161N101,P,01,LC,21776,21396,19620131,E
