gvkey,gvkeyx,from,thru,conm,tic,co_conm,co_tic,co_cusip
001517,000003,19640331,19870731,S&P 500 Comp-Ltd,I0003,AMERICAN MOTORS CORP,AMO.1,027627108
002322,000003,19640331,19870731,S&P 500 Comp-Ltd,I0003,BURNS INTL SERVICES CORP,BOR.1,122374101
002661,000003,19640331,19870731,S&P 500 Comp-Ltd,I0003,CAMPBELL RED LAKE MINES,CRK.1,134411107
004021,000003,19640331,19870731,S&P 500 Comp-Ltd,I0003,DOME MINES LTD,DM.2,257075101
002489,000003,19640331,19870831,S&P 500 Comp-Ltd,I0003,BURLINGTON INDUSTRIES INC,3BRLGQ,121693972
010320,000003,19640331,19870930,S&P 500 Comp-Ltd,I0003,TAFT BROADCASTING CO,TFB.,873635106
002110,000003,19640331,19871130,S&P 500 Comp-Ltd,I0003,BE HOLDINGS INC  -CL A,5372C,055382931
009746,000003,19640331,19880131,S&P 500 Comp-Ltd,I0003,BICOASTAL CORP,5573C,088774948
010066,000003,19640331,19880131,S&P 500 Comp-Ltd,I0003,STERLING DRUG INC,STY.1,859264103
001567,000003,19640331,19880331,S&P 500 Comp-Ltd,I0003,TRANE INC,TT.2,892893108
004611,000003,19640331,19880430,S&P 500 Comp-Ltd,I0003,MACY'S INC,M,55616P104
004672,000003,19640331,19880430,S&P 500 Comp-Ltd,I0003,FIRESTONE TIRE & RUBBER CO,FIR.1,318315108
010082,000003,19640331,19880430,S&P 500 Comp-Ltd,I0003,STEVENS (J.P.) & CO,WPM1,860163005
007495,000003,19640331,19880630,S&P 500 Comp-Ltd,I0003,MOHASCO CORP,MOH.,608030102
006318,000003,19640331,19881031,S&P 500 Comp-Ltd,I0003,KAISERTECH LTD,5854A,483102000
006920,000003,19640331,19881031,S&P 500 Comp-Ltd,I0003,MACMILLAN INC,MLL.2,554790105
001414,000003,19640331,19881130,S&P 500 Comp-Ltd,I0003,PRIMERICA INC,PRI,741587109
003746,000003,19640331,19881130,S&P 500 Comp-Ltd,I0003,KRAFT GENERAL FOODS,MO3,500902002
009113,000003,19640331,19890131,S&P 500 Comp-Ltd,I0003,NABISCO GROUP HOLDINGS CORP,NGH.2,62952P102
002920,000003,19640331,19890430,S&P 500 Comp-Ltd,I0003,CHAMPION SPARK PLUG,CHM.2,158663104
003224,000003,19640331,19891215,S&P 500 Comp-Ltd,I0003,COMBUSTION ENGINEERING INC,CSP.2,200273100
006796,000003,19640331,19901130,S&P 500 Comp-Ltd,I0003,LONE STAR INDUSTRIES,LCE,542290408
006025,000003,19640331,19901204,S&P 500 Comp-Ltd,I0003,FURNITURE BRANDS INTL INC,FBNIQ,360921209
008308,000003,19640331,19910109,S&P 500 Comp-Ltd,I0003,PAN AM CORP,3PNAA.,697757102
010970,000003,19640331,19910506,S&P 500 Comp-Ltd,I0003,USX CORP-CONSOLIDATED,MROX.CM,90399Y931
009965,000003,19640331,19910521,S&P 500 Comp-Ltd,I0003,SQUARE D CO,SQD.1,852206101
007648,000003,19640331,19910919,S&P 500 Comp-Ltd,I0003,NCR CORP,NCR,62886E108
010816,000003,19640331,19920131,S&P 500 Comp-Ltd,I0003,USG CORP,USG,903293405
007515,000003,19640331,19920630,S&P 500 Comp-Ltd,I0003,GENESIS WORLDWIDE INC-OLD,GWOW,37184G104
008617,000003,19640331,19930630,S&P 500 Comp-Ltd,I0003,PITTSTON CO-CONSOLIDATED,PZSM.CM,72599Y937
008935,000003,19640331,19930731,S&P 500 Comp-Ltd,I0003,RALSTON PURINA-CONSOLIDATED,RACM.CM,75199Z931
007724,000003,19640331,19930930,S&P 500 Comp-Ltd,I0003,QUANTUM CHEMICAL CORP,CUE.1,747633105
001365,000003,19640331,19931112,S&P 500 Comp-Ltd,I0003,AMAX INC,AMX.2,023127103
007658,000003,19640331,19931231,S&P 500 Comp-Ltd,I0003,NL INDUSTRIES,NL,629156407
004595,000003,19640331,19940331,S&P 500 Comp-Ltd,I0003,FEDDERS CORP,FJCC,313135501
005141,000003,19640331,19940630,S&P 500 Comp-Ltd,I0003,GERBER PRODUCTS CO,GEB.1,373712108
010795,000003,19640331,19940712,S&P 500 Comp-Ltd,I0003,UNITED CONTINENTAL HLDGS INC,UAL,902549500
001430,000003,19640331,19940926,S&P 500 Comp-Ltd,I0003,AMERICAN CYANAMID CO,ACY.1,025321100
007745,000003,19640331,19940926,S&P 500 Comp-Ltd,I0003,AVATEX CORP,AVATQ,05349F402
005109,000003,19640331,19941002,S&P 500 Comp-Ltd,I0003,GENESCO INC,GCO,371532102
002316,000003,19640331,19941220,S&P 500 Comp-Ltd,I0003,HEXION INC,0141A,428300107
007077,000003,19640331,19950315,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA CORP,ML.3,572900108
003091,000003,19640331,19950521,S&P 500 Comp-Ltd,I0003,CLARK EQUIPMENT CO,CKL,181396102
009408,000003,19640331,19950921,S&P 500 Comp-Ltd,I0003,SANTA FE PACIFIC CORP,SFX.2,802183103
011678,000003,19640331,19951107,S&P 500 Comp-Ltd,I0003,ZENITH ELECTRONICS CORP,ZE,989349105
002529,000003,19640331,19951126,S&P 500 Comp-Ltd,I0003,CBS INC,CBS.1,124845108
009514,000003,19640331,19951212,S&P 500 Comp-Ltd,I0003,SCOTT PAPER CO,SPP.3,809877103
004603,000003,19640331,19960312,S&P 500 Comp-Ltd,I0003,FEDERAL PAPER BOARD CO,FBO,313693103
002436,000003,19640331,19960721,S&P 500 Comp-Ltd,I0003,CALERES INC,CAL,129500104
008325,000003,19640331,19970618,S&P 500 Comp-Ltd,I0003,PANENERGY CORP,PEL.1,697926103
004393,000003,19640331,19970805,S&P 500 Comp-Ltd,I0003,TXU GAS CO,TXU2,873170005
002159,000003,19640331,19980630,S&P 500 Comp-Ltd,I0003,BENEFICIAL CORP,BNL.1,081721102
005968,000003,19640331,19980630,S&P 500 Comp-Ltd,I0003,RYERSON HOLDING CORP,RYI,78375P107
004073,000003,19640331,19980930,S&P 500 Comp-Ltd,I0003,DRESSER INDUSTRIES INC,DI.,261597108
005087,000003,19640331,19981006,S&P 500 Comp-Ltd,I0003,SPX CORP,SPXC,784635104
003022,000003,19640331,19981112,S&P 500 Comp-Ltd,I0003,CHRYSLER CORP,C.3,171196108
001755,000003,19640331,19981123,S&P 500 Comp-Ltd,I0003,ARMCO INC,AS.,042170100
001609,000003,19640331,19990103,S&P 500 Comp-Ltd,I0003,AMOCO CORP,AN.2,031905102
011584,000003,19640331,19990103,S&P 500 Comp-Ltd,I0003,FOOT LOCKER INC,FL,344849104
006701,000003,19640331,19990411,S&P 500 Comp-Ltd,I0003,AEROQUIP-VICKERS INC,ANV.1,007869100
010855,000003,19640331,19990502,S&P 500 Comp-Ltd,I0003,UNION CAMP CORP,UCC.2,905530101
009810,000003,19640331,19991025,S&P 500 Comp-Ltd,I0003,SONAT INC,SNT.1,835415100
001789,000003,19640331,19991026,S&P 500 Comp-Ltd,I0003,ASARCO INC,AR.2,043413103
007475,000003,19640331,19991130,S&P 500 Comp-Ltd,I0003,MOBIL CORP,MOB.2,607059102
005693,000003,19640331,19991201,S&P 500 Comp-Ltd,I0003,HONEYWELL INC,HON.Z,438506107
003419,000003,19640331,20000130,S&P 500 Comp-Ltd,I0003,CONSOLIDATED NATURAL GAS CO,D2,209615004
004864,000003,19640331,20000130,S&P 500 Comp-Ltd,I0003,FOSTER WHEELER AG,FWLT,H27178104
001848,000003,19640331,20000417,S&P 500 Comp-Ltd,I0003,ATLANTIC RICHFIELD CO,ARC.3,048825103
009114,000003,19640331,20000504,S&P 500 Comp-Ltd,I0003,REYNOLDS METALS CO,RLM.1,761763101
011436,000003,19640331,20000504,S&P 500 Comp-Ltd,I0003,CBS CORP -OLD,CBS.2,12490K107
007938,000003,19640331,20000604,S&P 500 Comp-Ltd,I0003,NACCO INDUSTRIES  -CL A,NC,629579103
002847,000003,19640331,20000615,S&P 500 Comp-Ltd,I0003,CENTRAL & SOUTH WEST CORP,CSR.1,152357109
011288,000003,19640331,20000620,S&P 500 Comp-Ltd,I0003,WARNER-LAMBERT CO,WLA,934488107
003041,000003,19640331,20000628,S&P 500 Comp-Ltd,I0003,MILACRON INC,MZIAQ,598709301
004961,000003,19640331,20000702,S&P 500 Comp-Ltd,I0003,GTE CORP,GTE.1,362320103
005301,000003,19640331,20000829,S&P 500 Comp-Ltd,I0003,GREAT ATLANTIC & PAC TEA CO,GAPTQ,390064103
008214,000003,19640331,20001001,S&P 500 Comp-Ltd,I0003,OWENS CORNING,OC,69073F103
002562,000003,19640331,20001002,S&P 500 Comp-Ltd,I0003,BESTFOODS,BFO.2,08658U101
003255,000003,19640331,20001022,S&P 500 Comp-Ltd,I0003,UNICOM CORP,UCM.2,904911104
003206,000003,19640331,20001101,S&P 500 Comp-Ltd,I0003,COLUMBIA ENERGY GROUP,NI2,197648009
001762,000003,19640331,20001116,S&P 500 Comp-Ltd,I0003,ARMSTRONG HOLDINGS INC,3ACKH,042384107
002189,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,BETHLEHEM STEEL CORP,3BHMSQ,087509105
003619,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,CROWN HOLDINGS INC,CCK,228368106
005250,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,GRACE (W R) & CO,GRA,38388F108
009548,000003,19640331,20001210,S&P 500 Comp-Ltd,I0003,SEAGRAM CO LTD,VO.3,811850106
008657,000003,19640331,20001211,S&P 500 Comp-Ltd,I0003,PRIMARY PDC INC,PRDCQ,731095105
010857,000003,19640331,20010206,S&P 500 Comp-Ltd,I0003,UNION CARBIDE CORP,DOW2,905581104
008852,000003,19640331,20010802,S&P 500 Comp-Ltd,I0003,QUAKER OATS CO,OAT.,747402105
010581,000003,19640331,20010806,S&P 500 Comp-Ltd,I0003,TIMKEN CO,TKR,887389104
008151,000003,19640331,20010829,S&P 500 Comp-Ltd,I0003,ONEOK INC,OKE,682680103
010482,000003,19640331,20011009,S&P 500 Comp-Ltd,I0003,TEXACO INC,TX.2,881694103
006127,000003,19640331,20011129,S&P 500 Comp-Ltd,I0003,ENRON CORP,ENRNQ,293561106
005686,000003,19640331,20011216,S&P 500 Comp-Ltd,I0003,HOMESTAKE MINING,HM,437614100
004510,000003,19640331,20020101,S&P 500 Comp-Ltd,I0003,FMC CORP,FMC,302491303
006307,000003,19640331,20020116,S&P 500 Comp-Ltd,I0003,SEARS HOLDINGS CORP,SHLD,482584109
007180,000003,19640331,20020129,S&P 500 Comp-Ltd,I0003,MEAD CORP,MEA.1,582834107
007892,000003,19640331,20020131,S&P 500 Comp-Ltd,I0003,NIAGARA MOHAWK HOLDINGS INC,NMK,653520106
001243,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,ALCAN INC,AL.1,013716105
005905,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,INCO LTD,INCLF,453258402
009267,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,ROYAL DUTCH PETROLEUM NV,RDPL,780257804
010846,000003,19640331,20020721,S&P 500 Comp-Ltd,I0003,UNILEVER NV,UN,904784709
010301,000003,19640331,20021211,S&P 500 Comp-Ltd,I0003,TRW INC,TRW.1,872649108
001045,000003,19640331,20030313,S&P 500 Comp-Ltd,I0003,AMERICAN AIRLINES GROUP INC,AAL,001765106
005735,000003,19640331,20030330,S&P 500 Comp-Ltd,I0003,HSBC FINANCE CORP,HBC1,441815107
007536,000003,19640331,20030415,S&P 500 Comp-Ltd,I0003,PHARMACIA CORP,PHA.1,71713U102
011535,000003,19640331,20041202,S&P 500 Comp-Ltd,I0003,WINN-DIXIE STORES INC,WINN,974280109
003580,000003,19640331,20041219,S&P 500 Comp-Ltd,I0003,CRANE CO,CR,224399105
009563,000003,19640331,20050327,S&P 500 Comp-Ltd,I0003,SEARS ROEBUCK & CO,S.1,812387108
011038,000003,19640331,20050810,S&P 500 Comp-Ltd,I0003,UNOCAL CORP,UCL,915289102
007127,000003,19640331,20050828,S&P 500 Comp-Ltd,I0003,MAY DEPARTMENT STORES CO,MAY.2,577778103
005169,000003,19640331,20051002,S&P 500 Comp-Ltd,I0003,GILLETTE CO,G.1,375766102
001581,000003,19640331,20051120,S&P 500 Comp-Ltd,I0003,AT&T CORP,T.2,001957505
005134,000003,19640331,20051219,S&P 500 Comp-Ltd,I0003,GEORGIA-PACIFIC CORP,GP.1,373298108
003734,000003,19640331,20060302,S&P 500 Comp-Ltd,I0003,DANA INC,DAN,235811106
007139,000003,19640331,20060402,S&P 500 Comp-Ltd,I0003,MAYTAG CORP,MYG.1,578592107
006081,000003,19640331,20061219,S&P 500 Comp-Ltd,I0003,NAVISTAR INTERNATIONAL CORP,NAV,63934E108
008470,000003,19640331,20070221,S&P 500 Comp-Ltd,I0003,PEOPLES ENERGY CORP,PGL.1,711030106
008536,000003,19640331,20070319,S&P 500 Comp-Ltd,I0003,PHELPS DODGE CORP,PD,717265102
010507,000003,19640331,20071009,S&P 500 Comp-Ltd,I0003,ENERGY FUTURE HOLDINGS CORP,0033A,873168108
011609,000003,19640331,20081006,S&P 500 Comp-Ltd,I0003,WRIGLEY (WM) JR CO,WWY,982526105
002504,000003,19640331,20081110,S&P 500 Comp-Ltd,I0003,UNISYS CORP,UIS,909214306
005589,000003,19640331,20081113,S&P 500 Comp-Ltd,I0003,HERCULES INC,HPC,427056106
005073,000003,19640331,20090602,S&P 500 Comp-Ltd,I0003,GENERAL MOTORS CO,GM,62010A105
005959,000003,19640331,20090630,S&P 500 Comp-Ltd,I0003,INGERSOLL-RAND PLC,IR,G47791101
003497,000003,19640331,20090908,S&P 500 Comp-Ltd,I0003,COOPER INDUSTRIES PLC,CBE,G24140108
001478,000003,19640331,20091015,S&P 500 Comp-Ltd,I0003,WYETH,WYE,983024100
009459,000003,19640331,20091103,S&P 500 Comp-Ltd,I0003,SCHERING-PLOUGH,SGP,806605101
002490,000003,19640331,20100215,S&P 500 Comp-Ltd,I0003,BURLINGTON NORTHERN SANTA FE,BRK3,12189T104
004194,000003,19640331,20101219,S&P 500 Comp-Ltd,I0003,EASTMAN KODAK CO,KODK,277461109
005860,000003,19640331,20111031,S&P 500 Comp-Ltd,I0003,ITT INC,ITT,45073V108
001995,000003,19640331,20120313,S&P 500 Comp-Ltd,I0003,CONSTELLATION ENERGY GRP INC,CEG,210371100
005229,000003,19640331,20120730,S&P 500 Comp-Ltd,I0003,GOODRICH CORP,GR,382388106
005568,000003,19640331,20130606,S&P 500 Comp-Ltd,I0003,KRAFT HEINZ CO,KHC,423074103
008446,000003,19640331,20131201,S&P 500 Comp-Ltd,I0003,PENNEY (J C) CO,JCP,708160106
001408,000003,19640331,20140430,S&P 500 Comp-Ltd,I0003,BEAM INC,BEAM,073730103
011446,000003,19640331,20150701,S&P 500 Comp-Ltd,I0003,MEADWESTVACO CORP,MWV,583334107
001356,000003,19640331,20161031,S&P 500 Comp-Ltd,I0003,ALCOA INC,AA.3,013817507
008606,000003,19640331,20170228,S&P 500 Comp-Ltd,I0003,PITNEY BOWES INC,PBI,724479100
001976,000003,19640331,20170704,S&P 500 Comp-Ltd,I0003,BAKER HUGHES INC,BHI,057224107
004087,000003,19640331,20170831,S&P 500 Comp-Ltd,I0003,DU PONT (E I) DE NEMOURS,DD,263534109
009667,000003,19640630,,S&P 500 Comp-Ltd,I0003,SHERWIN-WILLIAMS CO,SHW,824348106
010576,000003,19640630,20010115,S&P 500 Comp-Ltd,I0003,TIME WARNER INC-OLD,TWX.1,887315109
011274,000003,19640930,19871130,S&P 500 Comp-Ltd,I0003,WALTER (JIM) CORP,JWC.,933169104
005824,000003,19640930,19980129,S&P 500 Comp-Ltd,I0003,PEPSIAMERICAS INC,PAS,71343P200
002698,000003,19641231,19760531,S&P 500 Comp-Ltd,I0003,CANADIAN PACIFIC RAILWAY LTD,CP,13645T100
003650,000003,19650331,,S&P 500 Comp-Ltd,I0003,CUMMINS INC,CMI,231021106
004321,000003,19650331,,S&P 500 Comp-Ltd,I0003,EMERSON ELECTRIC CO,EMR,291011104
009465,000003,19650331,,S&P 500 Comp-Ltd,I0003,SCHLUMBERGER LTD,SLB,806857108
005088,000003,19650331,19730531,S&P 500 Comp-Ltd,I0003,GENERAL STEEL INDS,GSI.2,370856106
004979,000003,19650331,19761130,S&P 500 Comp-Ltd,I0003,GAMBLE-SKOGMO,WIX1,364640003
006486,000003,19650331,19801130,S&P 500 Comp-Ltd,I0003,KOEHRING CO,KOE.,500170105
006276,000003,19650331,19840930,S&P 500 Comp-Ltd,I0003,JONATHAN LOGAN INC,JOL.,479898108
004654,000003,19650630,19730531,S&P 500 Comp-Ltd,I0003,FINANCIAL FEDERATION,FFI.1,317495109
010897,000003,19650630,19730531,S&P 500 Comp-Ltd,I0003,UNITED FINANCIAL OF CALIF,UFL,910314103
004940,000003,19650630,19750228,S&P 500 Comp-Ltd,I0003,G-I HOLDINGS INC,5876C,36172F938
005895,000003,19650630,19760531,S&P 500 Comp-Ltd,I0003,IMPERIAL CORP OF AMERICA,ICA.,452722101
004688,000003,19650630,19830731,S&P 500 Comp-Ltd,I0003,FIRST CHARTER FINANCIAL,FCF.1,319441101
005321,000003,19650630,19970701,S&P 500 Comp-Ltd,I0003,GREAT WESTERN FINANCIAL,GWF.,391442100
010823,000003,19650930,19730531,S&P 500 Comp-Ltd,I0003,UV INDUSTRIES INC LIQ TRUST,UV,903422103
009117,000003,19651231,19730531,S&P 500 Comp-Ltd,I0003,RHEINGOLD CORP,RG.2,762050102
003506,000003,19651231,19810811,S&P 500 Comp-Ltd,I0003,COPELAND CORP,CRF.3,217210103
001596,000003,19651231,19840930,S&P 500 Comp-Ltd,I0003,AMERIFIN CORP,AFN.3,030901102
007155,000003,19651231,19970803,S&P 500 Comp-Ltd,I0003,MCDONNELL DOUGLAS CORP,MD.1,580169100
010580,000003,19651231,20000612,S&P 500 Comp-Ltd,I0003,TIMES MIRROR CO  -SER A,TMC,887364107
001753,000003,19660331,19700228,S&P 500 Comp-Ltd,I0003,ARMADA CORP,3AMDA,042083105
007784,000003,19660630,19700531,S&P 500 Comp-Ltd,I0003,NATIONAL UNION ELECTRIC CORP,NUM.,638352104
005856,000003,19660630,19760229,S&P 500 Comp-Ltd,I0003,I-T-E IMPERIAL CORP,ITE.,450420104
002434,000003,19660630,19801130,S&P 500 Comp-Ltd,I0003,BROWN CO,BWN.1,115331100
008828,000003,19660630,19820731,S&P 500 Comp-Ltd,I0003,PUREX INDUSTRIES INC,PRX.1,746252105
007099,000003,19660630,19960905,S&P 500 Comp-Ltd,I0003,VARITY CORP,VAT,92224R602
004189,000003,19660930,20001101,S&P 500 Comp-Ltd,I0003,EASTERN ENTERPRISES,EFU.1,27637F100
009316,000003,19661231,19740531,S&P 500 Comp-Ltd,I0003,SCM CORP,SCM.2,784015109
011115,000003,19661231,19741130,S&P 500 Comp-Ltd,I0003,VARIAN MEDICAL SYSTEMS INC,VAR,92220P105
002328,000003,19661231,19760531,S&P 500 Comp-Ltd,I0003,NSTAR,NST,67019E107
005870,000003,19661231,19760531,S&P 500 Comp-Ltd,I0003,IDACORP INC,IDA,451107106
008804,000003,19661231,19760531,S&P 500 Comp-Ltd,I0003,NEW CENTURY ENERGIES INC,NCE.1,64352U103
010860,000003,19661231,19760531,S&P 500 Comp-Ltd,I0003,AMEREN CORP,AEE,023608102
010495,000003,19661231,19830930,S&P 500 Comp-Ltd,I0003,TEXAS GAS TRANSMISSION LLC,4093A,882440001
010490,000003,19661231,19890331,S&P 500 Comp-Ltd,I0003,TEXAS EASTERN CORP,PEL4,882387103
002729,000003,19661231,19960211,S&P 500 Comp-Ltd,I0003,CAPITAL CITIES/ABC INC,CCB.2,139859102
010391,000003,19670331,20071115,S&P 500 Comp-Ltd,I0003,TEKTRONIX INC,TEK.1,879131100
004536,000003,19670630,19730228,S&P 500 Comp-Ltd,I0003,FACTOR (MAX) CO-CL A,FAC.2,303045108
005574,000003,19670630,19730228,S&P 500 Comp-Ltd,I0003,HELENE CURTIS INDS,HC.,423236108
009104,000003,19670630,19851031,S&P 500 Comp-Ltd,I0003,REVLON INC  -OLD,4640A,76199X009
002987,000003,19670630,19870131,S&P 500 Comp-Ltd,I0003,CHESEBROUGH-POND'S INC,CBM.4,165339102
005361,000003,19670630,19940415,S&P 500 Comp-Ltd,I0003,GRUMMAN CORP,GQ.1,400181103
001608,000003,19670630,19990404,S&P 500 Comp-Ltd,I0003,AMP INC,AMP.2,031897101
001920,000003,19670630,20150322,S&P 500 Comp-Ltd,I0003,AVON PRODUCTS,AVP,054303102
002574,000003,19670930,,S&P 500 Comp-Ltd,I0003,CSX CORP,CSX,126408103
010809,000003,19670930,19700531,S&P 500 Comp-Ltd,I0003,UNC INC,UNC,903070100
006381,000003,19670930,19731130,S&P 500 Comp-Ltd,I0003,KELSEY HAYES CO-OLD,KW.,48899Y108
008501,000003,19670930,19770531,S&P 500 Comp-Ltd,I0003,PET INC-OLD,PET.1,715824108
005328,000003,19670930,19790228,S&P 500 Comp-Ltd,I0003,GREEN GIANT CO,GG.1,393046107
004521,000003,19670930,19840731,S&P 500 Comp-Ltd,I0003,FABERGE INC,FBG.,30299Y102
009320,000003,19670930,19850131,S&P 500 Comp-Ltd,I0003,SFN COS INC,SFN.,784150104
003568,000003,19670930,19850630,S&P 500 Comp-Ltd,I0003,COX COMMUNICATIONS INC -OLD,COX.,224043109
006861,000003,19670930,19901130,S&P 500 Comp-Ltd,I0003,MCA INC,MCA.1,552653107
009963,000003,19670930,20001211,S&P 500 Comp-Ltd,I0003,SPRINGS INDUSTRIES  -CL A,SMI.1,851783100
003200,000003,19671231,19700531,S&P 500 Comp-Ltd,I0003,COLTEC INDUSTRIES,COT.2,196879100
009463,000003,19671231,19820531,S&P 500 Comp-Ltd,I0003,SCHLITZ (JOS.) BREWING CO,SLZ.,806823100
005148,000003,19671231,19840131,S&P 500 Comp-Ltd,I0003,GETTY OIL CO,GET.2,374280105
011413,000003,19680331,19760531,S&P 500 Comp-Ltd,I0003,WESTERN PACIFIC INDUSTRIES,DHR1,959090002
005163,000003,19680331,19820731,S&P 500 Comp-Ltd,I0003,GIDDINGS & LEWIS INC,GID.,375046109
001098,000003,19680331,19920702,S&P 500 Comp-Ltd,I0003,ACME-CLEVELAND CORP,AMT.1,004626107
008537,000003,19680331,19971127,S&P 500 Comp-Ltd,I0003,CITIGROUP GLOBAL MKTS HLDGS,C2,173073008
003851,000003,19680331,20050818,S&P 500 Comp-Ltd,I0003,DELTA AIR LINES INC,DAL,247361108
007076,000003,19680630,19700531,S&P 500 Comp-Ltd,I0003,MARTIN MARIETTA ALUM INC-OLD,MMA.2,573272101
004458,000003,19680630,19740228,S&P 500 Comp-Ltd,I0003,ESSEX INTL INC,EXC.3,297020109
010017,000003,19680630,19760531,S&P 500 Comp-Ltd,I0003,STANRAY CORP,SRY.,854701109
005468,000003,19680630,19911031,S&P 500 Comp-Ltd,I0003,HARCOURT BRACE JOVANOVICH,HBJ,411631104
002433,000003,19680630,19920630,S&P 500 Comp-Ltd,I0003,BNS HOLDING CO,BNSSA,055966402
002393,000003,19680630,20010402,S&P 500 Comp-Ltd,I0003,BRIGGS & STRATTON,BGG,109043109
007260,000003,19680630,20110103,S&P 500 Comp-Ltd,I0003,MEREDITH CORP,MDP,589433101
002456,000003,19680930,19700228,S&P 500 Comp-Ltd,I0003,BUDGET INDUSTRIES INC,BGT.1,119007102
001428,000003,19680930,19700531,S&P 500 Comp-Ltd,I0003,AMERICAN CREDIT,ACR.3,025285107
003535,000003,19680930,19710228,S&P 500 Comp-Ltd,I0003,CORONET INDUSTRIES INC,CID.3,219831104
006523,000003,19680930,19720831,S&P 500 Comp-Ltd,I0003,VALHI INC-OLD,VHI.1,91899Y108
122147,000003,19680930,19720831,S&P 500 Comp-Ltd,I0003,READING CO,RDG.1,755332608
005349,000003,19680930,19751130,S&P 500 Comp-Ltd,I0003,GROLIER INC,6050B,398784108
011130,000003,19680930,19751130,S&P 500 Comp-Ltd,I0003,VENDO CO,VEN.1,922612106
008502,000003,19680930,19780531,S&P 500 Comp-Ltd,I0003,PETER PAUL INC,PPI.1,716026109
005462,000003,19680930,19790228,S&P 500 Comp-Ltd,I0003,HANES CORP,HNS,410342109
009618,000003,19680930,19790228,S&P 500 Comp-Ltd,I0003,SERVOMATION CORP,SVM.1,817715105
006914,000003,19680930,19810228,S&P 500 Comp-Ltd,I0003,MACKE CO,MAK.1,554528307
010837,000003,19680930,19810228,S&P 500 Comp-Ltd,I0003,UNIDYNAMICS CORP,UD,904671104
014097,000003,19680930,19841130,S&P 500 Comp-Ltd,I0003,ARAMARK CORP  -CL B,4774B,002034932
009234,000003,19680930,19880331,S&P 500 Comp-Ltd,I0003,ROPER CORP,ROP.1,776678104
001062,000003,19680930,19890731,S&P 500 Comp-Ltd,I0003,ASA GOLD AND PRECIOUS METALS,ASA,G3156P103
007148,000003,19681231,19750831,S&P 500 Comp-Ltd,I0003,MCCRORY CORP,1219A,579865007
007021,000003,19681231,19760531,S&P 500 Comp-Ltd,I0003,MARCOR INC,MOB2,566319000
005848,000003,19681231,19810831,S&P 500 Comp-Ltd,I0003,IBP INC,IBP.1,449223106
003928,000003,19681231,19821031,S&P 500 Comp-Ltd,I0003,DIAMOND INTERNATIONAL CORP,DN,252669106
007082,000003,19681231,19830831,S&P 500 Comp-Ltd,I0003,MARYLAND CUP CORP,MDC.2,574055109
003121,000003,19690331,,S&P 500 Comp-Ltd,I0003,CLOROX CO/DE,CLX,189054109
005071,000003,19690331,,S&P 500 Comp-Ltd,I0003,GENERAL MILLS INC,GIS,370334104
003919,000003,19690331,19720831,S&P 500 Comp-Ltd,I0003,DIAL CORP,DFC.1,252468103
009405,000003,19690331,19820228,S&P 500 Comp-Ltd,I0003,SANTA FE INTERNATIONAL,SAF.2,802037101
006819,000003,19690331,19971022,S&P 500 Comp-Ltd,I0003,LOUISIANA LAND & EXPLORATION,LLX.,546268103
010156,000003,19690331,20121004,S&P 500 Comp-Ltd,I0003,SUNOCO INC,SUN.1,86764P109
007881,000003,19690630,,S&P 500 Comp-Ltd,I0003,NEWMONT MINING CORP,NEM,651639106
006682,000003,19690630,19760531,S&P 500 Comp-Ltd,I0003,LEUCADIA NATIONAL CORP,LUK,527288104
001409,000003,19690630,19851231,S&P 500 Comp-Ltd,I0003,AMERICAN BROADCASTING,ABC.2,024735102
003480,000003,19690630,20010401,S&P 500 Comp-Ltd,I0003,CERIDIAN CORP,4622B,156779100
005245,000003,19690930,19880930,S&P 500 Comp-Ltd,I0003,GOULD INC,GLD.3,383492105
003593,000003,19700331,19760531,S&P 500 Comp-Ltd,I0003,CREDITHRIFT FINANCIAL-OLD,CRD.2,225419100
009451,000003,19700331,19760531,S&P 500 Comp-Ltd,I0003,SCHAEFER (F.&M.) CORP,SFR.1,806228102
009819,000003,19700331,19760531,S&P 500 Comp-Ltd,I0003,SOO LINE CORP,SOO,835714106
005605,000003,19700331,19820930,S&P 500 Comp-Ltd,I0003,HEUBLEIN INC,HBL,428182109
007154,000003,19700630,,S&P 500 Comp-Ltd,I0003,MCDONALD'S CORP,MCD,580135101
006394,000003,19700630,19710831,S&P 500 Comp-Ltd,I0003,KENTUCKY FRIED CHICKEN-DEL,KFC.,491294104
011047,000003,19700630,19740531,S&P 500 Comp-Ltd,I0003,URIS BUILDINGS CORP,URB.1,917270100
009812,000003,19700630,19761130,S&P 500 Comp-Ltd,I0003,SONESTA INTL HOTELS  -CL A,SNSTA,835438409
010587,000003,19700630,19770228,S&P 500 Comp-Ltd,I0003,TISHMAN REALTY & CONSTRUCTN,TIS.2,888242104
004945,000003,19700630,19781130,S&P 500 Comp-Ltd,I0003,GDV INC,GDVI.1,361578107
